Model,Model_ID,Code,Description,Work_Type,Labor_Hours,FRT
Model 3,35,10011184,Fascia Rear Upper Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.66,0.66
Model 3,35,10011185,Fascia Rear Upper Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.4,0.4
Model 3,35,10011186,Fascia Rear Upper Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.4,0.4
Model 3,35,10011187,Fascia Rear Upper Removal Refit And Paint - Painting-CN Only,Paint Work,0.77,0.77
Model 3,35,10011188,Fascia Rear Upper Removal Refit And Paint - Polishing-CN Only,Paint Work,0.55,0.55
Model 3,35,10011189,Fascia Front Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.39,0.39
Model 3,35,10011190,Fender Assembly Front LH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.96,0.96
Model 3,35,10011191,Fender Assembly Front RH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.33,0.33
Model 3,35,10011192,Fender Assembly Front RH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.33,0.33
Model 3,35,10011193,Hood Assembly Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.68,0.68
Model 3,35,10011194,Hood Assembly Removal Refit And Paint-CN Only,Paint Work,2.73,2.73
Model 3,35,10011195,Hood Assembly Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,0.42,0.42
Model 3,35,10011196,Front Door RH Replacement And Paint - Painting-CN Only,Paint Work,0.6,0.6
Model 3,35,10011197,Front Door RH Replacement And Paint - Polishing-CN Only,Paint Work,0.4,0.4
Model 3,35,10011199,Putty filler (S)-CN Only,Refinish,0.52,0.52
Model 3,35,10011200,Putty filler (M)-CN Only,Refinish,1.13,1.13
Model 3,35,10011203,Trunk Replacement And Paint - Glass Incl. Disassembly & Install-CN Only,Remove and Install,0.0,0.0
Model 3,35,10012012,Cover - Tow Hook - Rear (Remove & Replace),Remove and Replace,0.06,0.06
Model 3,35,10013001,Fascia Assembly - Rear (Remove & Install),Remove and Install,0.36,0.36
Model 3,35,10018928,Visual Paint Inspection,Inspection,0.2,0.2
Model 3,35,10100008,Tesla Body Repair - Mechanical Labor,Body Shop,0.0,0.0
Model 3,35,101000128,Seat Protectiong Coating - 5 seats (Korea),Maintenance,0.45,0.45
Model 3,35,10100100102,A-PILLAR OUTER REINFORCEMENT - LEFT HAND,Remove and Replace,34.2,34.2
Model 3,35,10100100202,B-PILLAR OUTER (LOWER) - LEFT HAND,Remove and Replace,24.45,24.45
Model 3,35,10100100402,ASSEMBLY - DOOR RING OUTER - RIGHT HAND,Remove and Replace,37.05,37.05
Model 3,35,10100100502,ASSEMBLY - DOOR RING OUTER - LEFT HAND,Remove and Replace,37.05,37.05
Model 3,35,10100100602,HINGE PILLAR - LEFT HAND,Remove and Replace,23.65,23.65
Model 3,35,10100100702,SILL OUTER (COMPLETE) - LEFT,Remove and Replace,52.25,52.25
Model 3,35,10100100802,A-PILLAR OUTER REINFORCEMENT - RIGHT,Remove and Replace,34.2,34.2
Model 3,35,10100100902,B-PILLAR OUTER (LOWER) - RIGHT,Remove and Replace,24.45,24.45
Model 3,35,10100101102,HINGE PILLAR - RIGHT HAND,Remove and Replace,23.65,23.65
Model 3,35,10100101202,SILL OUTER (COMPLETE) - RIGHT,Remove and Replace,52.25,52.25
Model 3,35,10100102502,ASSEMBLY - BODY SIDE OUTER - LEFT HAND,Remove and Replace,10.05,10.05
Model 3,35,1010010302,Front Door LH Replacement And Paint-CN Only,Remove and Replace,3.76,3.76
Model 3,35,1010010303,Front Door LH Removal Refit And Paint-CN Only,Paint Work,3.14,3.14
Model 3,35,10100108502,BRACKET - MIDDLE FENDER ATTACHMENT - LEFT,Remove and Replace,1.02,1.02
Model 3,35,10100108902,PANEL - FRONT PARCEL SHELF EXTENSION - RIGHT HAND,Remove and Replace,20.6,20.6
Model 3,35,10100109202,BRACKET - MIDDLE FENDER ATTACHMENT - RIGHT,Remove and Replace,1.02,1.02
Model 3,35,10100110102,UPPER FENDER ATTACHMENT BRACKET - LEFT,Remove and Replace,2.04,2.04
Model 3,35,10100110302,UPPER FENDER ATTACHMENT BRACKET - RIGHT,Remove and Replace,2.04,2.04
Model 3,35,10100117002,ASSEMBLY - B PILLAR INNER - LEFT HAND,Remove and Replace,22.9,22.9
Model 3,35,10100117102,ASSEMBLY - B PILLAR INNER - RIGHT HAND,Remove and Replace,22.9,22.9
Model 3,35,10100117202,ASSEMBLY - CANTRAIL INNER - LEFT HAND,Remove and Replace,37.1,37.1
Model 3,35,10100117302,ASSEMBLY - CANTRAIL INNER- RIGHT HAND,Remove and Replace,37.1,37.1
Model 3,35,10100117602,Quarter Outer Assembly (Without Upper Trough)(Rear Sill Section)- Right,Remove and Replace,11.35,11.35
Model 3,35,10100117702,Quarter Outer Assembly (Without Upper Trough)(Rear Sill Section) - Left,Remove and Replace,11.35,11.35
Model 3,35,10100117802,PANEL - QUARTER OUTER EXTENSION PANEL - RIGHT HAND,Remove and Replace,1.98,1.98
Model 3,35,10100121302,Rear Quarter Section,Remove and Replace,10.9,10.9
Model 3,35,10100121322,A Pillar Body Side Outer (Lower)  Replacement And Paint - Sealer Spray-CN Only,Paint Work,1.37,1.37
Model 3,35,10100121402,Rear Quarter Section,Remove and Replace,10.9,10.9
Model 3,35,10100121422,A Pillar Body Side Outer (Lower)  Replacement And Paint - Sealer Sanding-CN Only,Paint Work,1.3,1.3
Model 3,35,10100121502,"ASSEMBLY, BODY SIDE OUTER, RIGHT",Remove and Replace,10.05,10.05
Model 3,35,10100121522,A Pillar Body Side Outer (Lower)  Replacement And Paint - Painting-CN Only,Paint Work,1.41,1.41
Model 3,35,10100121622,A Pillar Body Side Outer (Lower)  Replacement And Paint - Polishing-CN Only,Paint Work,0.75,0.75
Model 3,35,10100121722,B Pillar Body Side Outer (Lower)  Replacement And Paint - Sealer Spray-CN Only,Paint Work,1.0,1.0
Model 3,35,10100121822,B Pillar Body Side Outer (Lower)  Replacement And Paint - Sealer Sanding-CN Only,Paint Work,0.87,0.87
Model 3,35,10100121922,B Pillar Body Side Outer (Lower)  Replacement And Paint - Painting-CN Only,Paint Work,0.96,0.96
Model 3,35,10100122022,B Pillar Body Side Outer (Lower)  Replacement And Paint - Polishing-CN Only,Paint Work,0.5,0.5
Model 3,35,10100122122,C Pillar Body Side Outer (Lower)  Replacement And Paint - Sealer Spray-CN Only,Paint Work,1.0,1.0
Model 3,35,10100122222,C Pillar Body Side Outer (Lower)  Replacement And Paint - Sealer Sanding-CN Only,Paint Work,1.04,1.04
Model 3,35,10100122322,C Pillar Body Side Outer (Lower)  Replacement And Paint - Painting-CN Only,Paint Work,1.0,1.0
Model 3,35,10100122422,C Pillar Body Side Outer (Lower)  Replacement And Paint - Polishing-CN Only,Paint Work,0.5,0.5
Model 3,35,10100122522,Quarter Outer Assembly (With Upper Trough) Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.85,0.85
Model 3,35,10100122622,Quarter Outer Assembly (With Upper Trough) Replacement And Paint - Sealer Sanding-CN Only,Paint Work,0.82,0.82
Model 3,35,10100122722,Quarter Outer Assembly (With Upper Trough) Replacement And Paint - Painting-CN Only,Paint Work,0.92,0.92
Model 3,35,10100122822,Quarter Outer Assembly (With Upper Trough) Replacement And Paint - Polishing-CN Only,Paint Work,0.61,0.61
Model 3,35,10100122922,Quarter Outer Assembly (Without Upper Trough) LH Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.85,0.85
Model 3,35,10100123022,Quarter Outer Assembly (Without Upper Trough) LH Replacement And Paint - Sealer Sanding-CN Only,Paint Work,0.82,0.82
Model 3,35,10100123122,Quarter Outer Assembly (Without Upper Trough) LH Replacement And Paint - Painting-CN Only,Paint Work,0.92,0.92
Model 3,35,10100123222,Quarter Outer Assembly (Without Upper Trough) LH Replacement And Paint - Polishing-CN Only,Paint Work,0.61,0.61
Model 3,35,10100123322,Quarter Outer Assembly (Without Upper Trough) RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.85,0.85
Model 3,35,10100123422,Quarter Outer Assembly (Without Upper Trough) RH Replacement And Paint - Sealer Sanding-CN Only,Paint Work,0.82,0.82
Model 3,35,10100123522,Quarter Outer Assembly (Without Upper Trough) RH Replacement And Paint - Painting-CN Only,Paint Work,0.92,0.92
Model 3,35,10100123622,Quarter Outer Assembly (Without Upper Trough) RH Replacement And Paint - Polishing-CN Only,Paint Work,0.61,0.61
Model 3,35,10100123722,Quarter Outer Skin LH Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.75,0.75
Model 3,35,10100123822,Quarter Outer Skin LH Replacement And Paint - Sealer Sanding-CN Only,Paint Work,0.82,0.82
Model 3,35,10100123922,Quarter Outer Skin LH Replacement And Paint - Painting-CN Only,Paint Work,0.92,0.92
Model 3,35,10100124022,Quarter Outer Skin LH Replacement And Paint - Polishing-CN Only,Paint Work,0.61,0.61
Model 3,35,10100124122,Quarter Outer Skin RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.75,0.75
Model 3,35,10100124222,Quarter Outer Skin RH Replacement And Paint - Sealer Sanding-CN Only,Paint Work,0.82,0.82
Model 3,35,10100124322,Quarter Outer Skin RH Replacement And Paint - Painting-CN Only,Paint Work,0.92,0.92
Model 3,35,10100124422,Quarter Outer Skin RH Replacement And Paint - Polishing-CN Only,Paint Work,0.61,0.61
Model 3,35,10100125122,Rear Quarter Outer (Lower) LH Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.53,0.53
Model 3,35,10100125422,A Pillar Body Side Outer (Lower)  Replacement And Paint-CN Only,Paint Work,11.13,11.13
Model 3,35,10100125522,B Pillar Body Side Outer (Lower)  Replacement And Paint-CN Only,Paint Work,12.83,12.83
Model 3,35,10100125622,C Pillar Body Side Outer (Lower)  Replacement And Paint-CN Only,Paint Work,11.99,11.99
Model 3,35,10100125722,Quarter Outer Assembly (With Upper Trough) Replacement And Paint-CN Only,Paint Work,9.55,9.55
Model 3,35,10100125822,Quarter Outer Assembly (Without Upper Trough) LH Replacement And Paint-CN Only,Paint Work,16.45,16.45
Model 3,35,10100125922,Quarter Outer Assembly (Without Upper Trough) RH Replacement And Paint-CN Only,Paint Work,16.45,16.45
Model 3,35,10100126022,Quarter Outer Skin LH Replacement And Paint-CN Only,Paint Work,13.9,13.9
Model 3,35,10100126122,Quarter Outer Skin RH Replacement And Paint-CN Only,Paint Work,13.9,13.9
Model 3,35,10100134302,PANEL - FRONT PARCEL SHELF EXTENSION - LEFT,Remove and Replace,20.6,20.6
Model 3,35,10100134602,Quarter Outer Skin,Remove and Replace,8.9,8.9
Model 3,35,10100134702,Quarter Outer Skin,Remove and Replace,8.9,8.9
Model 3,35,10100136602,Fender Attachment Bracket (Lower) - Left,Remove and Replace,1.68,1.68
Model 3,35,10100136702,Fender Attachment Bracket (Lower) - Right,Remove and Replace,1.68,1.68
Model 3,35,10100137802,A-Pillar to Shotgun Reinforcement,Remove and Replace,0.78,0.78
Model 3,35,10100137902,A-Pillar to Shotgun Reinforcement,Remove and Replace,0.78,0.78
Model 3,35,10100138202,B-Pillar Outer (Upper),Remove and Replace,21.5,21.5
Model 3,35,10100138302,B-Pillar Outer (Upper),Remove and Replace,21.5,21.5
Model 3,35,10100139902,Cowl Side Assembly,Remove and Replace,54.2,54.2
Model 3,35,10100140002,Cowl Side Assembly,Remove and Replace,54.2,54.2
Model 3,35,10100141402,A Pillar Body Side Outer (Lower)  Replacement And Paint-Structural Replacement-CN Only,Remove and Replace,6.3,6.3
Model 3,35,10100141502,B Pillar Body Side Outer (Lower)  Replacement And Paint-Structural Replacement-CN Only,Remove and Replace,9.5,9.5
Model 3,35,10100141602,C Pillar Body Side Outer (Lower)  Replacement And Paint-Structural Replacement-CN Only,Remove and Replace,8.45,8.45
Model 3,35,10100141702,Quarter Outer Assembly (With Upper Trough) Replacement And Paint-Structural Replacement-CN Only,Remove and Replace,6.35,6.35
Model 3,35,1010020302,Front Door LH Replacement And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Replace,1.66,1.66
Model 3,35,1010020303,Front Door LH Removal Refit And Paint - Mechanical (Incl. Disassembly & Adjustment)-CN Only,Remove and Install,1.06,1.06
Model 3,35,1010025011,Trunk,Remove and Install,0.48,0.48
Model 3,35,1010025012,Trunk,Remove and Replace,0.84,0.84
Model 3,35,1010025021,Door - Front - LH,Remove and Install,0.42,0.42
Model 3,35,1010025022,Door - Front - LH,Remove and Replace,1.32,1.32
Model 3,35,1010025031,Door - Front - RH,Remove and Install,0.42,0.42
Model 3,35,1010025032,Door - Front - RH,Remove and Replace,1.32,1.32
Model 3,35,1010025041,Door - Rear - LH,Remove and Install,0.24,0.24
Model 3,35,1010025042,Door - Rear - LH,Remove and Replace,1.08,1.08
Model 3,35,1010025051,Door - Rear - RH,Remove and Install,0.24,0.24
Model 3,35,1010025052,Door - Rear - RH,Remove and Replace,1.08,1.08
Model 3,35,1010025081,Fender Assembly - Front - LH ,Remove and Install,1.08,1.08
Model 3,35,1010025082,Fender Assembly - Front - LH ,Remove and Replace,1.14,1.14
Model 3,35,1010025091,Fender Assembly - Front - RH ,Remove and Install,1.08,1.08
Model 3,35,1010025092,Fender Assembly - Front - RH ,Remove and Replace,1.14,1.14
Model 3,35,10100251036,Trunk | Complete | Seam Seal,Installation,2.22,2.22
Model 3,35,10100300102,ASSEMBLY - CENTER UNDERBODY,Remove and Replace,8.25,8.25
Model 3,35,10100301,Hood Assembly (Remove & Install),Remove and Install,0.24,0.24
Model 3,35,10100301036,Hood | Complete | Seam Sealer,Installation,0.6,0.6
Model 3,35,10100302,Hood Assembly (Remove & Replace),Remove and Replace,0.42,0.42
Model 3,35,1010030302,Front Door LH Replacement And Paint - Sealer Spary-CN Only,Refinish,0.56,0.56
Model 3,35,1010030303,Front Door LH Removal Refit And Paint - Sealer Spary-CN Only,Refinish,0.39,0.39
Model 3,35,10100400102,ASSEMBLY - CONSOLE MOUNT - REAR,Remove and Replace,0.84,0.84
Model 3,35,10100400302,ASSEMBLY - CONSOLE MOUNT - FRONT,Remove and Replace,0.72,0.72
Model 3,35,1010040302,Front Door LH Replacement And Paint - Sealer Sanding-CN Only,Refinish,0.54,0.54
Model 3,35,1010040303,Front Door LH Removal Refit And Paint - Sealer Sanding-CN Only,Refinish,0.39,0.39
Model 3,35,1010050101,Bracket - Front End Module (FEM) - LH,Remove and Install,0.78,0.78
Model 3,35,1010050102,Bracket - Front End Module (FEM) - LH,Remove and Replace,0.78,0.78
Model 3,35,1010050201,Bracket - Front End Module (FEM) - RH,Remove and Install,0.78,0.78
Model 3,35,1010050202,Bracket - Front End Module (FEM) - RH,Remove and Replace,0.78,0.78
Model 3,35,1010050302,Front Door LH Replacement And Paint - Painting-CN Only,Paint Work,0.6,0.6
Model 3,35,1010050303,Front Door LH Removal Refit And Paint - Painting-CN Only,Paint Work,0.8,0.8
Model 3,35,10100503322,Sill Outer Complete Removal Refit And Paint-Sealer Spray-CN Only,Paint Work,0.45,0.45
Model 3,35,10100503422,Sill Outer Complete Removal Refit And Paint-Sealer Sanding-CN Only,Paint Work,0.38,0.38
Model 3,35,10100503522,Sill Outer Complete Removal Refit And Paint-Painting-CN Only,Paint Work,1.11,1.11
Model 3,35,10100503622,Sill Outer Complete Removal Refit And Paint-Polishing-CN Only,Paint Work,0.33,0.33
Model 3,35,1010055311,Brace - Shock Tower,Remove and Install,0.6,0.6
Model 3,35,1010055312,Brace - Shock Tower,Remove and Replace,0.6,0.6
Model 3,35,10100601036,Front Door | Complete | Seam Seal,Installation,0.66,0.66
Model 3,35,1010060302,Front Door LH Replacement And Paint - Polishing-CN Only,Paint Work,0.4,0.4
Model 3,35,1010060303,Front Door LH Removal Refit And Paint - Polishing-CN Only,Paint Work,0.5,0.5
Model 3,35,10100651036,Rear Door | Complete | Seam Seal,Installation,0.48,0.48
Model 3,35,10101000102,ASSEMBLY - DASH WITH COWL,Remove and Replace,16.0,16.0
Model 3,35,10101000202,ASSEMBLY - FRONT TORQUE BOX - LEFT HAND,Remove and Replace,7.7,7.7
Model 3,35,10101000302,ASSEMBLY - FRONT TORQUE BOX - RIGHT HAND,Remove and Replace,7.7,7.7
Model 3,35,10101000402,ASSEMBLY - REAR SHOCK TOWER SUPPORT - LEFT,Remove and Replace,7.45,7.45
Model 3,35,10101000502,ASSEMBLY - REAR SHOCK TOWER SUPPORT - RIGHT HAND,Remove and Replace,7.45,7.45
Model 3,35,10101001602,ASSEMBLY - FRONT FLOOR EXTENSION,Remove and Replace,3.0,3.0
Model 3,35,10101002902,ASSEMBLY - FRONT SHOCK TOWER SUPPORT - LEFT,Remove and Replace,7.65,7.65
Model 3,35,10101004002,PANEL - LONGITUDINAL UPPER - LEFT HAND,Remove and Replace,13.65,13.65
Model 3,35,10101004102,PANEL - LONGITUDINAL UPPER - RIGHT HAND,Remove and Replace,13.65,13.65
Model 3,35,10101011902,PANEL - OUTER TOEBOARD - LEFT,Remove and Replace,5.04,5.04
Model 3,35,10101012202,ASSEMBLY - FENDER AND LAMP SUPPORT WITH BRACKET - LEFT HAND,Remove and Replace,0.78,0.78
Model 3,35,10101012302,ASSEMBLY - FENDER AND LAMP SUPPORT WITH BRACKET - RIGHT HAND,Remove and Replace,0.78,0.78
Model 3,35,10101012402,ASSEMBLY - FRONT FENDER SUPPORT - LEFT HAND,Remove and Replace,2.22,2.22
Model 3,35,10101012502,ASSEMBLY - FRONT FENDER SUPPORT - RIGHT HAND,Remove and Replace,2.22,2.22
Model 3,35,10101012602,ASSEMBLY - FRONT RAIL COMPLETE - LEFT HAND,Remove and Replace,30.5,30.5
Model 3,35,10101012702,ASSEMBLY - FRONT RAIL COMPLETE - RIGHT HAND,Remove and Replace,30.5,30.5
Model 3,35,10101012802,ASSEMBLY - FRONT SUBFRAME MOUNT CAP - LEFT HAND,Remove and Replace,7.7,7.7
Model 3,35,10101012902,ASSEMBLY - FRONT SUBFRAME MOUNT CAP - RIGHT HAND,Remove and Replace,7.7,7.7
Model 3,35,10101013002,ASSEMBLY - SHOCK TOWER UPPER - LEFT HAND,Remove and Replace,11.9,11.9
Model 3,35,10101013102,ASSEMBLY - SHOCK TOWER UPPER - RIGHT HAND,Remove and Replace,11.9,11.9
Model 3,35,10101013202,PANEL - QUARTER OUTER EXTENSION PANEL - LEFT HAND,Remove and Replace,1.98,1.98
Model 3,35,10101013302,"WELD NUT,HF,M10,STL[10] TEFLON",Remove and Replace,1.8,1.8
Model 3,35,10101014702,Cowl Lower,Remove and Replace,7.2,7.2
Model 3,35,10101014802,ASSEMBLY - COWL TOP,Remove and Replace,4.14,4.14
Model 3,35,10101015402,ASSEMBLY - FRONT SHOCK TOWER SUPPORT - RIGHT,Remove and Replace,7.65,7.65
Model 3,35,10101015802,ASSEMBLY - SHOTGUN INNER - RIGHT HAND,Remove and Replace,10.45,10.45
Model 3,35,10101015822,Lower Fender Inner Bracket LH Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.27,0.27
Model 3,35,10101015922,Lower Fender Inner Bracket LH Replacement And Paint - Painting-CN Only,Paint Work,1.19,1.19
Model 3,35,10101016022,Lower Fender Inner Bracket RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.27,0.27
Model 3,35,10101016122,Lower Fender Inner Bracket RH Replacement And Paint - Painting-CN Only,Paint Work,1.19,1.19
Model 3,35,10101016302,Dash Crossmember,Remove and Replace,4.68,4.68
Model 3,35,10101016602,"ASY, SHOTGUN INNER, LEFT HAND",Remove and Replace,10.45,10.45
Model 3,35,10101016622,Shotgun Outer LH Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.38,0.38
Model 3,35,10101016722,Shotgun Outer LH Replacement And Paint - Polishing-CN Only,Paint Work,0.93,0.93
Model 3,35,10101016822,Shotgun Outer LH Replacement And Paint - Polishing-CN Only,Paint Work,0.05,0.05
Model 3,35,10101016922,Shotgun Outer RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.38,0.38
Model 3,35,10101017022,Shotgun Outer RH Replacement And Paint - Painting-CN Only,Paint Work,0.93,0.93
Model 3,35,10101017102,PANEL - OUTER TOEBOARD - RIGHT,Remove and Replace,5.04,5.04
Model 3,35,10101017122,Shotgun Outer RH Replacement And Paint - Polishing-CN Only,Paint Work,0.05,0.05
Model 3,35,10101017202,PANEL - PLATTER SEALING CROSSMEMBER - LEFT HAND,Remove and Replace,3.84,3.84
Model 3,35,10101017222,Lower Fender Inner Bracket LH Replacement And Paint-CN Only,Paint Work,2.28,2.28
Model 3,35,10101017302,PANEL - PLATTER SEALING CROSSMEMBER - RIGHT HAND,Remove and Replace,3.84,3.84
Model 3,35,10101017322,Lower Fender Inner Bracket RH Replacement And Paint-CN Only,Paint Work,2.28,2.28
Model 3,35,10101017622,Shotgun Outer LH Replacement And Paint-CN Only,Paint Work,2.81,2.81
Model 3,35,10101017722,Shotgun Outer RH Replacement And Paint-CN Only,Paint Work,2.81,2.81
Model 3,35,10101018622,Shotgun Outer LH Replacement And Paint - Painting-CN Only,Paint Work,0.93,0.93
Model 3,35,10101018722,Shotgun Outer LH Replacement And Paint - Polishing-CN Only,Paint Work,0.05,0.05
Model 3,35,10101018822,Shotgun Outer RH Replacement And Paint-CN Only,Paint Work,2.81,2.81
